Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag",Location 1,Location 2
OHIO,2016,42,,-,1,,20,,69,,18,,18,,18,,38,,744,,584,,1,,0,,8,,34,,31,,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2016,42,,-,0,,1,,1,,1,,,-,0,,7,,21,,58,,1,,0,,3,,25,,32,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2016,42,,-,0,,8,,28,,4,,,-,6,,31,,213,,318,,,-,5,,16,,213,,286,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEBRASKA,2016,42,,-,0,,10,,46,,2,,1,,3,,13,,115,,451,,,-,0,,2,,18,,29,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2016,42,,-,0,,0,,,-,,-,,-,0,,4,,18,,18,,,-,0,,2,,,-,11,,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,42,,-,0,,0,,,-,2,,,-,0,,3,,14,,10,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2016,42,,-,0,,1,,,-,1,,,-,1,,5,,35,,46,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2016,42,,-,0,,2,,2,,,-,,-,0,,2,,12,,10,,,-,0,,3,,27,,27,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MICHIGAN,2016,42,,-,0,,3,,15,,4,,1,,7,,19,,267,,399,,,-,0,,3,,26,,31,,"MICHIGAN
(44.66399, -84.711206)",
UNITED STATES,2016,43,52,,54,,163,,2808,,904,,101,,308,,1924,,12130,,15933,,46,,55,,110,,2287,,3392,,,
NEW ENGLAND,2016,43,3,,2,,38,,273,,14,,3,,12,,30,,579,,557,,1,,5,,10,,190,,214,,,
MID. ATLANTIC,2016,43,6,,3,,16,,192,,152,,24,,50,,92,,2170,,1890,,14,,8,,33,,436,,593,,,
NEW YORK CITY,2016,43,,-,1,,7,,78,,95,,,-,7,,16,,252,,359,,,-,0,,0,,,-,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,43,,-,12,,54,,642,,421,,22,,69,,154,,2800,,2242,,2,,1,,11,,121,,158,,,
W.N. CENTRAL,2016,43,1,,15,,48,,693,,167,,3,,25,,64,,906,,1658,,1,,2,,8,,98,,177,,,
S. ATLANTIC,2016,43,,-,1,,8,,76,,64,,9,,26,,77,,1073,,1398,,4,,14,,31,,600,,935,,,
DIST. OF COL.,2016,43,,-,0,,2,,7,,,-,,-,0,,2,,8,,9,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,43,,-,0,,15,,96,,8,,7,,14,,34,,678,,420,,1,,1,,7,,84,,93,,,
W.S. CENTRAL,2016,43,39,,1,,141,,729,,26,,10,,27,,163,,1080,,1333,,23,,13,,55,,609,,952,,,
MOUNTAIN,2016,43,3,,1,,6,,49,,16,,20,,29,,72,,1223,,2421,,,-,0,,5,,35,,65,,,
PACIFIC,2016,43,,-,1,,7,,58,,36,,3,,40,,1410,,1621,,4014,,,-,1,,17,,114,,205,,,
AMER. SAMOA,2016,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH CAROLINA,2016,43,,-,0,,8,,28,,4,,,-,5,,31,,215,,323,,4,,5,,16,,217,,296,,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2016,43,1,,0,,2,,8,,11,,14,,21,,41,,978,,720,,,-,0,,15,,,-,271,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2016,43,,-,0,,3,,12,,5,,18,,15,,26,,611,,756,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ALASKA,2016,43,,-,0,,2,,2,,,-,,-,2,,9,,114,,96,,,-,0,,3,,9,,4,,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2016,43,5,,0,,10,,84,,19,,10,,14,,50,,562,,450,,14,,7,,33,,436,,316,,"NEW YORK
(42.826892, -75.544286)",
WISCONSIN,2016,43,,-,0,,8,,21,,45,,,-,22,,99,,954,,533,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
KANSAS,2016,43,,-,0,,2,,6,,,-,,-,2,,8,,67,,392,,,-,1,,8,,48,,93,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2016,43,,-,0,,1,,1,,2,,,-,0,,16,,70,,19,,,-,0,,2,,17,,13,,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,43,,-,0,,1,,1,,4,,,-,0,,4,,9,,10,,,-,0,,1,,,-,14,,"PUERTO RICO
(18.215692, -66.414655)",
WASHINGTON,2016,43,,-,0,,7,,4,,,-,2,,7,,1382,,401,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2016,43,,-,0,,15,,91,,4,,6,,8,,27,,428,,116,,,-,0,,5,,12,,10,,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2016,43,,-,0,,1,,2,,,-,,-,4,,18,,161,,185,,,-,0,,9,,,-,218,,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2016,43,,-,0,,2,,6,,2,,2,,4,,21,,228,,516,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2016,43,,-,1,,3,,46,,31,,1,,24,,42,,891,,3337,,,-,0,,14,,94,,182,,"CALIFORNIA
(37.640735, -121.002435)",
WYOMING,2016,43,,-,0,,0,,,-,,-,,-,0,,4,,18,,18,,,-,0,,2,,,-,13,,"WYOMING
(43.23558, -108.110518)",
NEW MEXICO,2016,43,,-,0,,1,,2,,1,,,-,3,,9,,99,,181,,,-,0,,1,,3,,13,,"NEW MEXICO
(34.520396, -106.244402)",
MICHIGAN,2016,43,,-,0,,3,,15,,4,,,-,7,,14,,272,,405,,,-,0,,3,,28,,32,,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,43,3,,0,,6,,26,,,-,,-,0,,3,,17,,227,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2016,43,,-,0,,0,,,-,2,,,-,0,,3,,14,,10,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MINNESOTA,2016,43,,-,0,,4,,19,,4,,,-,14,,34,,584,,419,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2016,43,,-,0,,3,,22,,27,,,-,10,,23,,378,,361,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2016,43,,-,0,,2,,14,,10,,5,,6,,16,,288,,288,,,-,0,,18,,67,,83,,"FLORIDA
(28.915325, -81.922409)",
SOUTH DAKOTA,2016,43,,-,0,,2,,2,,,-,,-,0,,2,,12,,10,,,-,0,,3,,27,,27,,"SOUTH DAKOTA
(44.35371, -100.373709)",
HAWAII,2016,43,,-,0,,1,,1,,2,,,-,1,,5,,47,,45,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MAINE,2016,43,1,,0,,4,,14,,,-,3,,4,,12,,182,,218,,,-,1,,6,,51,,24,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2016,43,,-,0,,3,,13,,,-,,-,0,,5,,33,,37,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2016,43,,-,0,,1,,1,,8,,,-,1,,8,,79,,182,,,-,0,,5,,24,,10,,"IDAHO
(43.680635, -114.364237)",
IOWA,2016,43,1,,14,,47,,606,,133,,,-,2,,11,,90,,122,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
TENNESSEE,2016,43,,-,0,,1,,3,,3,,,-,2,,5,,105,,165,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
VIRGINIA,2016,43,,-,0,,2,,12,,31,,,-,3,,35,,135,,274,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2016,43,18,,0,,120,,559,,6,,,-,1,,7,,31,,42,,,-,0,,4,,15,,67,,"ARKANSAS
(34.748745, -92.275105)",
INDIANA,2016,43,,-,1,,23,,231,,5,,,-,3,,9,,117,,174,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,43,,-,0,,1,,1,,,-,1,,0,,1,,3,,10,,,-,0,,1,,2,,3,,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2016,43,,-,0,,1,,1,,1,,,-,0,,7,,21,,65,,,-,0,,3,,25,,32,,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,43,,-,0,,1,,1,,1,,,-,3,,7,,142,,129,,1,,1,,7,,70,,80,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,43,,-,4,,27,,306,,349,,,-,18,,31,,691,,529,,,-,0,,7,,57,,94,,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2016,43,,-,0,,1,,1,,,-,,-,0,,7,,2,,99,,,-,0,,2,,8,,8,,"NEVADA
(39.491833, -117.070159)",
OHIO,2016,43,,-,1,,20,,69,,18,,22,,18,,38,,766,,601,,2,,0,,8,,36,,32,,"OHIO
(40.056807, -82.405897)",
NEBRASKA,2016,43,,-,0,,10,,47,,2,,3,,3,,13,,118,,459,,1,,0,,2,,19,,29,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2016,43,,-,0,,1,,4,,,-,2,,3,,15,,136,,142,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
TEXAS,2016,43,1,,0,,3,,35,,18,,10,,23,,119,,929,,1208,,23,,12,,51,,571,,806,,"TEXAS
(31.827233, -99.423022)",
GUAM,2016,43,,-,0,,0,,,-,5,,,-,0,,1,,,-,54,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VERMONT,2016,43,,-,0,,0,,,-,1,,,-,2,,8,,106,,23,,1,,1,,3,,39,,18,,"VERMONT
(43.622479, -72.51927)",
UTAH,2016,43,,-,0,,1,,1,,,-,,-,4,,12,,169,,442,,,-,0,,0,,,-,21,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2016,43,2,,1,,28,,216,,5,,,-,3,,10,,120,,205,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2016,43,,-,0,,5,,8,,2,,,-,1,,3,,39,,34,,,-,0,,2,,16,,19,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2016,43,,-,0,,12,,34,,4,,,-,1,,6,,62,,58,,,-,2,,5,,67,,140,,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2016,43,,-,0,,3,,8,,16,,2,,2,,7,,95,,102,,,-,5,,21,,291,,306,,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2016,43,20,,0,,30,,135,,1,,,-,0,,54,,85,,37,,,-,0,,3,,23,,79,,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2016,43,,-,0,,1,,,-,28,,,-,0,,13,,2,,219,,,-,0,,4,,4,,28,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2016,43,,-,0,,1,,5,,3,,,-,5,,13,,168,,536,,,-,0,,3,,11,,19,,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2016,43,,-,0,,1,,,-,1,,,-,0,,5,,35,,46,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
UNITED STATES,2016,44,35,,55,,163,,2879,,976,,157,,306,,1924,,12462,,16262,,27,,53,,110,,2323,,3466,,,
NEW ENGLAND,2016,44,3,,2,,38,,281,,14,,5,,12,,30,,595,,569,,1,,5,,10,,191,,223,,,
MID. ATLANTIC,2016,44,8,,3,,15,,208,,154,,35,,50,,92,,2219,,1933,,11,,8,,33,,447,,610,,,
NEW YORK CITY,2016,44,,-,1,,10,,85,,96,,,-,7,,16,,252,,368,,,-,0,,0,,,-,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,44,,-,12,,54,,644,,441,,22,,69,,154,,2903,,2314,,3,,1,,11,,128,,160,,,
W.N. CENTRAL,2016,44,3,,15,,48,,712,,215,,2,,24,,64,,932,,1702,,,-,2,,8,,98,,178,,,
S. ATLANTIC,2016,44,,-,1,,8,,78,,64,,12,,26,,77,,1099,,1433,,1,,13,,31,,603,,957,,,
DIST. OF COL.,2016,44,,-,0,,2,,8,,,-,,-,0,,2,,8,,9,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,44,,-,0,,15,,96,,8,,2,,14,,34,,686,,428,,,-,1,,7,,84,,95,,,
W.S. CENTRAL,2016,44,19,,1,,141,,749,,28,,20,,26,,163,,1103,,1364,,11,,13,,55,,623,,964,,,
SOUTH DAKOTA,2016,44,,-,0,,2,,2,,,-,,-,0,,2,,13,,10,,,-,0,,3,,27,,28,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MOUNTAIN,2016,44,,-,1,,6,,49,,16,,28,,29,,72,,1259,,2460,,,-,0,,5,,35,,65,,,
PACIFIC,2016,44,2,,1,,7,,62,,36,,31,,39,,1410,,1666,,4059,,,-,1,,17,,114,,214,,,
AMER. SAMOA,2016,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OKLAHOMA,2016,44,18,,0,,30,,154,,1,,11,,0,,54,,96,,37,,,-,0,,3,,23,,79,,"OKLAHOMA
(35.468494, -97.521264)",
KENTUCKY,2016,44,,-,0,,15,,91,,4,,,-,8,,27,,430,,119,,,-,0,,5,,12,,11,,"KENTUCKY
(37.64591, -84.774043)",
IOWA,2016,44,2,,15,,47,,624,,180,,,-,2,,11,,92,,128,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WYOMING,2016,44,,-,0,,0,,,-,,-,,-,0,,4,,18,,19,,,-,0,,1,,,-,13,,"WYOMING
(43.23558, -108.110518)",
MARYLAND,2016,44,,-,0,,3,,8,,16,,1,,2,,7,,96,,104,,,-,5,,21,,292,,314,,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2016,44,,-,0,,4,,19,,4,,,-,14,,34,,603,,433,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VIRGINIA,2016,44,,-,0,,2,,13,,31,,,-,3,,35,,138,,277,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
GEORGIA,2016,44,,-,0,,1,,2,,,-,,-,4,,18,,161,,194,,,-,0,,9,,,-,225,,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2016,44,,-,0,,2,,9,,12,,28,,21,,41,,1016,,733,,,-,0,,15,,,-,281,,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2016,44,,-,0,,12,,34,,4,,,-,1,,6,,62,,58,,,-,2,,5,,67,,145,,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2016,44,,-,0,,2,,6,,2,,3,,4,,21,,230,,521,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
HAWAII,2016,44,,-,0,,1,,1,,2,,,-,1,,5,,47,,45,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MASSACHUSETTS,2016,44,1,,1,,28,,221,,5,,,-,3,,10,,126,,207,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2016,44,8,,1,,9,,90,,19,,7,,14,,50,,569,,455,,11,,8,,33,,447,,323,,"NEW YORK
(42.826892, -75.544286)",
GUAM,2016,44,,-,0,,0,,,-,5,,,-,0,,1,,,-,54,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KANSAS,2016,44,,-,0,,2,,6,,,-,,-,2,,8,,67,,396,,,-,1,,8,,48,,93,,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2016,44,,-,0,,3,,13,,,-,,-,0,,5,,35,,38,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2016,44,,-,0,,1,,1,,,-,,-,0,,7,,2,,100,,,-,0,,2,,8,,8,,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,44,,-,1,,23,,231,,5,,,-,3,,9,,117,,183,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VERMONT,2016,44,,-,0,,0,,,-,1,,1,,2,,8,,111,,23,,,-,1,,3,,39,,18,,"VERMONT
(43.622479, -72.51927)",
ILLINOIS,2016,44,,-,4,,27,,308,,367,,,-,18,,31,,711,,546,,2,,0,,7,,61,,95,,"ILLINOIS
(40.477092, -88.993221)",
MISSOURI,2016,44,,-,0,,1,,,-,29,,,-,0,,13,,2,,225,,,-,0,,4,,4,,28,,"MISSOURI
(38.636168, -92.566292)",
NEBRASKA,2016,44,1,,0,,10,,48,,2,,2,,3,,13,,120,,472,,,-,0,,2,,19,,29,,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2016,44,,-,0,,2,,2,,,-,1,,2,,10,,117,,96,,,-,0,,3,,9,,4,,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2016,44,,-,0,,6,,21,,47,,1,,22,,99,,1004,,556,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2016,44,,-,0,,1,,1,,1,,1,,3,,7,,145,,132,,,-,1,,7,,70,,80,,"ALABAMA
(32.839182, -86.631125)",
TEXAS,2016,44,1,,0,,3,,36,,19,,9,,23,,119,,941,,1236,,11,,12,,51,,585,,818,,"TEXAS
(31.827233, -99.423022)",
WEST VIRGINIA,2016,44,,-,0,,1,,1,,1,,,-,0,,4,,21,,69,,1,,0,,3,,26,,33,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW JERSEY,2016,44,,-,0,,3,,24,,27,,,-,10,,23,,382,,377,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
COLORADO,2016,44,,-,0,,3,,12,,5,,25,,15,,26,,636,,768,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
UTAH,2016,44,,-,0,,1,,1,,,-,,-,4,,12,,176,,453,,,-,0,,0,,,-,21,,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2016,44,,-,0,,1,,1,,4,,,-,0,,4,,9,,10,,,-,0,,1,,,-,14,,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2016,44,,-,0,,1,,1,,8,,,-,1,,8,,79,,182,,,-,0,,5,,24,,10,,"IDAHO
(43.680635, -114.364237)",
MAINE,2016,44,2,,0,,4,,17,,,-,4,,4,,12,,185,,227,,1,,1,,6,,52,,24,,"MAINE
(45.252223, -68.986647)",
WASHINGTON,2016,44,2,,0,,7,,6,,,-,30,,7,,1382,,430,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2016,44,,-,0,,1,,,-,2,,,-,0,,5,,35,,48,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2016,44,,-,0,,3,,15,,4,,1,,7,,14,,285,,410,,,-,0,,3,,30,,33,,"MICHIGAN
(44.66399, -84.711206)",
FLORIDA,2016,44,,-,0,,2,,14,,10,,7,,6,,16,,295,,291,,,-,0,,18,,68,,83,,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2016,44,,-,0,,8,,28,,4,,,-,5,,31,,218,,336,,,-,5,,16,,217,,302,,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2016,44,,-,0,,1,,6,,3,,,-,4,,13,,170,,545,,,-,0,,3,,11,,19,,"OREGON
(44.567912, -120.156945)",
MONTANA,2016,44,,-,0,,6,,26,,,-,,-,0,,3,,17,,228,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
OHIO,2016,44,,-,1,,20,,69,,18,,20,,18,,38,,786,,619,,1,,0,,8,,37,,32,,"OHIO
(40.056807, -82.405897)",
DELAWARE,2016,44,,-,0,,0,,,-,2,,,-,0,,3,,14,,11,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2016,44,,-,0,,1,,1,,2,,,-,0,,16,,71,,20,,,-,0,,2,,17,,15,,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2016,44,,-,0,,120,,559,,6,,,-,1,,7,,31,,43,,,-,0,,4,,15,,67,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH CAROLINA,2016,44,,-,0,,1,,4,,,-,4,,3,,15,,148,,142,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2016,44,,-,0,,1,,1,,,-,,-,0,,1,,3,,10,,,-,0,,1,,2,,4,,"MISSISSIPPI
(32.738663, -89.537312)",
CALIFORNIA,2016,44,,-,1,,3,,47,,31,,,-,24,,42,,902,,3373,,,-,0,,14,,94,,191,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2016,44,,-,0,,1,,2,,1,,,-,3,,9,,101,,189,,,-,0,,1,,3,,13,,"NEW MEXICO
(34.520396, -106.244402)",
TENNESSEE,2016,44,,-,0,,1,,3,,3,,1,,2,,5,,108,,167,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2016,44,,-,0,,5,,8,,2,,,-,1,,3,,40,,34,,,-,0,,2,,16,,21,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2016,45,19,,54,,165,,2940,,1015,,101,,305,,1924,,12725,,16584,,16,,53,,113,,2376,,3516,,,
NEW ENGLAND,2016,45,2,,2,,38,,284,,14,,4,,13,,31,,614,,591,,1,,5,,13,,210,,226,,,
MID. ATLANTIC,2016,45,6,,3,,15,,217,,157,,35,,50,,92,,2283,,1978,,8,,8,,33,,455,,625,,,
NEW YORK CITY,2016,45,,-,1,,11,,87,,96,,,-,6,,16,,260,,376,,,-,0,,0,,,-,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,45,,-,11,,54,,645,,453,,11,,68,,154,,2960,,2384,,,-,1,,11,,128,,161,,,
W.N. CENTRAL,2016,45,,-,15,,45,,715,,239,,2,,24,,64,,940,,1738,,,-,2,,8,,98,,180,,,
S. ATLANTIC,2016,45,,-,1,,8,,81,,64,,4,,26,,77,,1126,,1462,,3,,13,,31,,622,,970,,,
DIST. OF COL.,2016,45,,-,0,,2,,8,,,-,,-,0,,2,,8,,10,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,45,,-,0,,15,,96,,8,,4,,14,,34,,699,,437,,,-,1,,7,,84,,95,,,
W.S. CENTRAL,2016,45,9,,1,,141,,760,,28,,13,,26,,163,,1123,,1390,,3,,13,,55,,629,,974,,,
MOUNTAIN,2016,45,1,,1,,6,,50,,16,,22,,29,,72,,1285,,2505,,,-,0,,5,,35,,66,,,
PACIFIC,2016,45,1,,1,,8,,92,,36,,6,,39,,1410,,1695,,4099,,1,,1,,17,,115,,219,,,
AMER. SAMOA,2016,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEVADA,2016,45,,-,0,,1,,1,,,-,,-,0,,7,,2,,101,,,-,0,,2,,8,,8,,"NEVADA
(39.491833, -117.070159)",
NEW YORK,2016,45,6,,1,,9,,96,,22,,3,,14,,50,,572,,468,,8,,8,,33,,455,,330,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2016,45,,-,0,,0,,,-,2,,,-,0,,5,,35,,48,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2016,45,,-,0,,1,,4,,,-,2,,3,,15,,153,,143,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MASSACHUSETTS,2016,45,,-,1,,28,,221,,5,,,-,3,,10,,126,,217,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ALABAMA,2016,45,,-,0,,1,,1,,1,,,-,3,,7,,145,,137,,,-,1,,7,,70,,80,,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2016,45,,-,0,,2,,2,,,-,,-,0,,2,,13,,11,,,-,0,,3,,27,,28,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2016,45,,-,0,,6,,21,,53,,2,,22,,99,,1027,,577,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
RHODE ISLAND,2016,45,,-,0,,1,,1,,2,,,-,0,,16,,71,,20,,,-,0,,2,,17,,15,,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2016,45,,-,0,,120,,559,,6,,,-,1,,7,,31,,44,,,-,0,,4,,15,,67,,"ARKANSAS
(34.748745, -92.275105)",
NORTH DAKOTA,2016,45,,-,0,,3,,13,,,-,,-,0,,5,,35,,38,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2016,45,1,,1,,8,,76,,31,,2,,23,,42,,927,,3408,,,-,0,,14,,94,,196,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,45,,-,0,,1,,,-,29,,,-,0,,13,,2,,231,,,-,0,,4,,4,,29,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2016,45,1,,0,,2,,7,,2,,2,,4,,21,,233,,534,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
NEW MEXICO,2016,45,,-,0,,1,,2,,1,,,-,3,,9,,103,,198,,,-,0,,1,,3,,13,,"NEW MEXICO
(34.520396, -106.244402)",
KENTUCKY,2016,45,,-,0,,15,,91,,4,,2,,8,,27,,440,,121,,,-,0,,5,,12,,11,,"KENTUCKY
(37.64591, -84.774043)",
